Value/K,Name,IsCustomer,IsVendor,C_BP_Group_ID[Value],Description
F017875,SCHNEIDER ELECTRIC S.P.A.,Y,N,Standard,ITA
F017879,POZA SRL,Y,N,Standard,ITA
F017893,PROMOCENTRO DI BREDA GIAMPAOLO,Y,N,Standard,ITA
F017944,PROGRAMMER S PARADISE ITA,Y,N,Standard,ITA
F017967,CARL ZEISS S.P.A.,Y,N,Standard,ITA
F018132,ILTON S.R.L,Y,N,Standard,ITA
F018149,BERTOSSI EZIO & C. S.N.C.,Y,N,Standard,ITA
F018202,HYTORC EUROPE S.A.R.L.,Y,N,Standard,ITA
F018343,DEI PIERI ELIO,Y,N,Standard,ITA
F018377,CECCARELLI S.R.L.,Y,N,Standard,ITA
F018421,IGE - XAO S.R.L. - SOCIETA  UNIPERSONALE,Y,N,Standard,ITA
F018453,CONSORZIO AGRARIO DEL FRIULI VENEZIA GIULIA A.R.L.,Y,N,Standard,ITA
F023241,GCT SRL SPEDIZIONI INTERNAZIONALI,Y,N,Standard,ITA
F023246,McBUND RUS LTD.,Y,N,Standard,RUS
F023257,BTEXPERT SRL,Y,N,Standard,ITA
F023258,RAND ELECTRIC S.R.L,Y,N,Standard,ITA
F023261,I.C.I.A.M. SNC DI RUFFONI F.& DE ROMERI F.,Y,N,Standard,ITA
F023266,HOTEL PRIORI - ZIMAR SRL UNIPERSONALE,Y,N,Standard,ITA
F023270,UNIDEA SRL,Y,N,Standard,ITA
F023272,"LUOYANG CAB AUTO MACHINERY CO., LTD",Y,N,Standard,CHN
F023277,GOOGLE IRELAND LTD,Y,N,Standard,IRL
F023278,"NATIONAL EXHIB.AND CONV.CENTER (SHANGHAI) CO.,LTD",Y,N,Standard,CHN
F023280,VEGA TECHNIK GMBH,Y,N,Standard,AUT
F023282,LA CARPIA GIOVANNI - AVVOCATO,Y,N,Standard,ITA
F023285,COMUNE DI MILANO,Y,N,Standard,ITA
F023290,SPORT GROUP,Y,N,Standard,GBR
F023292,HOTEL RISTORANTE BELVEDERE SNC,Y,N,Standard,ITA
F023297,CHG-MERIDIAN ITALIA SPA,Y,N,Standard,ITA
F023298,YSDK LTD,Y,N,Standard,CHN
F023300,ALBERGO DELLA CORONA DI GNONI DANIELE,Y,N,Standard,ITA
F023303,SIA RD SYSTEM,Y,N,Standard,LVA
F023307,DN CHEMICALS SRL,Y,N,Standard,ITA
F023314,NUOVAMACUT AUTOMAZIONE SPA,Y,N,Standard,ITA
F023315,ELSIST SRL,Y,N,Standard,ITA
F023319,TORNERIA MECCANICA S.R.L.,Y,N,Standard,ITA
F023320,IP BALIAN ROMAN PAYLAKOVIC,Y,N,Standard,RUS
F023321,CAPOVERSO EDITRICE SRL,Y,N,Standard,ITA
F011585,GIERRETI BREDA S.R.L.,Y,N,Standard,ITA
F011886,MONDIAL S.P.A.,Y,N,Standard,ITA
F012005,SAIM SPA,Y,N,Standard,ITA
F012170,FOR S.P.A.,Y,N,Standard,ITA
F012192,GRIMEL S.R.L.,Y,N,Standard,ITA
F012393,C.S.I. S.R.L.,Y,N,Standard,ITA
F012763,TNT GLOBAL EXPRESS S.R.L.,Y,N,Standard,ITA
F012924,ELCIS ENCODER SRL,Y,N,Standard,ITA
F013408,BALDISSAR S.R.L.,Y,N,Standard,ITA
F013451,SMA SERBATOI S.P.A.,Y,N,Standard,ITA
F013833,TRANS COOP. A.R.L. SOC.CO,Y,N,Standard,ITA
F014075,CUMMINS ITALIA S.P.A,Y,N,Standard,ITA
F014091,KABELSCHLEPP ITALIA S.R.L,Y,N,Standard,ITA
F014379,FLEXTUBO S.P.A.,Y,N,Standard,ITA
F014513,S.A.I.C.I.  SRL,Y,N,Standard,ITA
F014725,ORVIM SRL,Y,N,Standard,ITA
F014801,MEC-SYSTEM SRL,Y,N,Standard,ITA
F014869,EL.CO. FRIULI S.R.L.,Y,N,Standard,ITA
F014924,PROJET EXPORT SERVICES SNC,Y,N,Standard,ITA
F015276,RUBBER ARTICOLI TECNICI S.r.l.,Y,N,Standard,ITA
F015329,OCE  - ITALIA S.P.A.,Y,N,Standard,ITA
F015806,MARCHIOL S.P.A.,Y,N,Standard,ITA
F016516,POLITECNICA CETAI SRL,Y,N,Standard,ITA
F016586,EMKA ITALIA S.R.L.,Y,N,Standard,ITA
F016735,IES S.R.L.,Y,N,Standard,ITA
F016791,EMPORIO DEL CUSCINETTO S.,Y,N,Standard,ITA
F016871,SAMPIERANA  S.P.A.,Y,N,Standard,ITA
F016876,WALVOIL S.P.A.,Y,N,Standard,ITA
F017121,GEORENT S.R.L.,Y,N,Standard,ITA
F017137,GRAEPEL ITALIANA S.P.A.,Y,N,Standard,ITA
F017245,NETO S.A.S. DI SCOTTA  GIUSEPPE & C.,Y,N,Standard,ITA
F017257,REAL S.A.S. DI KLAUS A. RESCH,Y,N,Standard,ITA
F017274,CAF INTERREGIONALE DIP.,Y,N,Standard,ITA
F017460,FABBRICA INGRANAGGI CONCOREZZESE SRL,Y,N,Standard,ITA
F017713,TECHNO SERVICE DE MARCELLIS CLAUDIO,Y,N,Standard,ITA
F017776,OLEOMEC S.R.L.,Y,N,Standard,ITA
F017792,I.D. INSERT DEAL SRL,Y,N,Standard,ITA
F017859,FAST DI MENEGALDO ROBERTO,Y,N,Standard,ITA
F017871,A.M.C. MECCANICA S.A.S. DI SANDEN C. & C.,Y,N,Standard,ITA
F017913,CANCELLIER DINO S.R.L. IM,Y,N,Standard,ITA
F017972,ALBINI & PITIGLIANI S.P.A.,Y,N,Standard,ITA
F017974,MERIDIAN VAT PROCESSING LTD,Y,N,Standard,IRL
F018037,LINEARTECK S.R.L.,Y,N,Standard,ITA
F018071,CGT S.p.A.,Y,N,Standard,ITA
F018121,OFFICINE DELLA CANONICA SRL,Y,N,Standard,ITA
F018206,LAGUNA SAS DI M.L. BONACINI & C.,Y,N,Standard,ITA
F018230,AIR SERVICE S.R.L.,Y,N,Standard,ITA
F018265,RUFFATI S.R.L.,Y,N,Standard,ITA
F018297,IDROTERMICA LENISA S.R.L.,Y,N,Standard,ITA
F018301,FORMULA IMPRESOFT SPA,Y,N,Standard,ITA
F018344,STARHOTELS S.P.A.,Y,N,Standard,ITA
F018450,LENZE ITALIA SRL,Y,N,Standard,ITA
F023243,GREEN TECNOLOGY SRL,Y,N,Standard,ITA
F023249,GEORENT SRL,Y,N,Standard,ITA
F023263,MCE ELETTRONICA SRL,Y,N,Standard,ITA
F023267,NORTH CAVE SWEDEN AB,Y,N,Standard,SWE
F023269,STAUFF ITALIA S.R.L.,Y,N,Standard,ITA
F023274,FRIULCAMION SRL,Y,N,Standard,ITA
F023284,TEKIMA SRL,Y,N,Standard,ITA
F023294,DURANTE ING. ETTORE,Y,N,Standard,ITA
F023304,BINI OFFICINE MECCANICHE SPA,Y,N,Standard,ITA
F023305,VERNAZZA AUTOGRU SRL,Y,N,Standard,ITA
F023309,FASTSPRING,Y,N,Standard,USA
F023310,GREENITY LOGISTICS PVT.LTD,Y,N,Standard,IND
F023316,DE PIANTE VICIN GUIDO,Y,N,Standard,ITA
F023317,M.G.M. DI GERARDO V. SAS,Y,N,Standard,ITA
F023334,LA MOLA BED & BREAKFAST,Y,N,Standard,ITA
F023335,ITALGROUP S.R.L.,Y,N,Standard,ITA
F023339,SCATTONE DOMENICO,Y,N,Standard,ITA
F023344,PAVAN ANGELO SNC DI PAVAN ANDREA E LUCIO,Y,N,Standard,ITA
F023345,TYRI ITALY SRL,Y,N,Standard,ITA
F023349,T.G.S. AUTOSERVIZI SRL,Y,N,Standard,ITA
F023361,TOSITTI SRL CON SOCIO UNICO,Y,N,Standard,ITA
F023366,GALLUZZO DI ING. MICHELE GALLUZZO,Y,N,Standard,ITA
F023374,SITEGROUND SPAIN S.L.,Y,N,Standard,ESP
F023375,CERVED GROUP SPA,Y,N,Standard,ITA
F023379,VISA GLOBAL LOGISTICS,Y,N,Standard,ITA
F023384,LINAK ITALIA SRL,Y,N,Standard,ITA
F023385,ALL TRANSPORT SRL,Y,N,Standard,ITA
F023389,GEOSALD SRL,Y,N,Standard,ITA
F023394,MESSE MUENCHEN RUS LLC,Y,N,Standard,RUS
F023395,GABER SRL,Y,N,Standard,ITA
F023399,CK IT SOLUTIONS LTD,Y,N,Standard,GBR
F023400,RESIDENZA ANTICA CANONICA DI MAMBRINI ELISA,Y,N,Standard,ITA
F023401,ADEXE SRL,Y,N,Standard,ITA
F023406,TECHTEK SRO,Y,N,Standard,CZE
F023408,STS SRL,Y,N,Standard,ITA
F000323,BNP PARIBAS LEASING SOLUTIONS SPA,Y,N,Standard,ITA
F001167,I.CO.P. S.P.A.,Y,N,Standard,ITA
F002474,SOLETANCHE BACHY INTERNATIONAL,Y,N,Standard,FRA
F010077,GLP S.R.L.,Y,N,Standard,ITA
F010286,SANDVIK ITALIA S.P.A.,Y,N,Standard,ITA
F010290,WIKA ITALIA Srl & C. Sas,Y,N,Standard,ITA
F010328,S.I.C.A.M.   S.p.A.,Y,N,Standard,ITA
F010353,VIMOTER SPA,Y,N,Standard,ITA
F010429,BONINSEGNA DI BONINSEGNA OTELLO & C Sas,Y,N,Standard,ITA
F010448,DE LUCA RICAMBI SRL,Y,N,Standard,ITA
F010449,TRANSFLUID SPA,Y,N,Standard,ITA
F010471,GIORGIO NOVARA SRL,Y,N,Standard,ITA
F010730,S.P.F. CHILO  SPA,Y,N,Standard,ITA
F010782,IND.MECCAN. DI MONASTIER S.R.L.,Y,N,Standard,ITA
F010853,FRIUL CENTRIFUGA S.R.L.,Y,N,Standard,ITA
F010926,INDEMAR S.P.A.,Y,N,Standard,ITA
F011052,AUTOSTRADE PER L ITALIA SPA,Y,N,Standard,ITA
F011133,BELLIN SPA,Y,N,Standard,ITA
F021686,IM ENGINEERING-NM LTD.,Y,N,Standard,BGR
F021693,VALVOIND SRL,Y,N,Standard,ITA
F021734,FONDERIA RAILZ SAS,Y,N,Standard,ITA
F021790,INFOCERT SPA,Y,N,Standard,ITA
F021792,SALVEMINI CASSIANA,Y,N,Standard,ITA
F021813,RIEL SRL,Y,N,Standard,ITA
F021821,"INTERNATIONAL OILFIELD SERVICES, INC.",Y,N,Standard,USA
F021824,VICENZOTTI GINO,Y,N,Standard,ITA
F021874,FELTRIN ALESSANDRO,Y,N,Standard,ITA
F021881,S.E.A. SRL,Y,N,Standard,ITA
F021929,LE TROI CHEF SRL,Y,N,Standard,ITA
F021937,PETROLCAPA SRL,Y,N,Standard,ITA
F021972,C.S.A. SRL,Y,N,Standard,ITA
F021979,PROSCIUTTERIA MARTIN SRL,Y,N,Standard,ITA
F021981,LUBRO STAR,Y,N,Standard,DEU
F022011,E.B.I. GROUP SPA,Y,N,Standard,ITA
F022013,METAU TRADE SRL,Y,N,Standard,ITA
F022019,INTERNATIONAL DRILLING EQUIP. INC.,Y,N,Standard,USA
F022036,MAP S.P.A.,Y,N,Standard,ITA
F022041,SITELMK3 SRL,Y,N,Standard,ITA
F022047,ZINETTI TECHNOLOGIES SRL,Y,N,Standard,ITA
F022061,HOTEL PURLILIUM SRL,Y,N,Standard,ITA
F022075,SILVER STAMP S.R.L.,Y,N,Standard,ITA
F022107,ZAVAGNO LUCIO,Y,N,Standard,ITA
F022116,ABI GMBH,Y,N,Standard,DEU
F022136,SOFIM SPA,Y,N,Standard,ITA
F022177,HEILA CRANES S.P.A.,Y,N,Standard,ITA
F022184,SBE - VARVIT S.P.A.,Y,N,Standard,ITA
F022191,MAQUINA SOLO MÁQUINAS E EQUIPAMENTOS LTDA,Y,N,Standard,BRA
F022203,NEUREUTER FAIR MEDIA GMBH,Y,N,Standard,DEU
F022211,AMIS S.R.L,Y,N,Standard,ITA
F022235,DATALAB SRL,Y,N,Standard,ITA
F022237,TREVISO ECO SERVIZI SRL,Y,N,Standard,ITA
F022261,INTERNATIONAL DRILLING EQUIPMENT PTY LTD,Y,N,Standard,AUS
F022286,BOXLINE UNITED CARGO LINK SRL,Y,N,Standard,ITA
F022310,HOTEL GARDENA VENICE S.R.L. S.U.,Y,N,Standard,ITA
F023323,ELECTRO MYNE GMBH,Y,N,Standard,DEU
F023326,LOCANDA VECCHIA PIACENZA PIGRO SRLS,Y,N,Standard,ITA
F023327,CARB.MONTE BALDO NORD SNC DI GALANTE A.& C.,Y,N,Standard,ITA
F023330,LEICA GEOSYSTEMS SPA,Y,N,Standard,ITA
F023332,SACE SRV SRL,Y,N,Standard,ITA
F023338,BOLL. DOGANALI VILLADOSSOLA,Y,N,Standard,ITA
F023340,NUOVA SIDAP SRL,Y,N,Standard,ITA
F023342,VIPP LAVORI SPECIALI SRL IN FALLIMENTO,Y,N,Standard,ITA
F023348,COMFOR HOTEL,Y,N,Standard,DEU
F023351,TECNONET SRL,Y,N,Standard,ITA
F023353,FELEQI-GAS SRL,Y,N,Standard,ITA
F023356,AIR MECCANICA DI DANELUZ G. & C. SNC,Y,N,Standard,ITA
F023357,AXPO ITALIA SPA,Y,N,Standard,ITA
F023362,GIOIELLERIA ROS ERIKA SRL UNIPERSONALE,Y,N,Standard,ITA
F023370,MARTIN TRANSPORT SA,Y,N,Standard,CHE
F001518,C.R.M. COSTRUZIONI ROMANE MACCHINE SRL,Y,N,Standard,ITA
F002688,SO.GEO S.R.L.,Y,N,Standard,ITA
F010029,ISEP S.A.S. DI BAZZO G.&,Y,N,Standard,ITA
F010187,LAVORAZIONI MECCANICHE PIGNAT SRL,Y,N,Standard,ITA
F010231,MPM S.R.L.,Y,N,Standard,ITA
F010318,TELECOM ITALIA S.P.A.,Y,N,Standard,ITA
F010413,TRELLEBORG SEALING SOLUTIONS ITALIA SPA,Y,N,Standard,ITA
F010635,GIACOMELLO SPA,Y,N,Standard,ITA
F010773,CIA ESTINTORI DI VALESE SERGIO,Y,N,Standard,ITA
F010862,INTERACCIAI SPA,Y,N,Standard,ITA
F010891,OLEO TECNICA S.R.L.,Y,N,Standard,ITA
F010919,HYDRECO HYDRAULICS ITALIA SRL,Y,N,Standard,ITA
F010988,VECCHI ANTONIO S.R.L.,Y,N,Standard,ITA
F011043,UNI - ENTE NAZ.ITAL.UNIFI,Y,N,Standard,ITA
F011080,ELETTROTECNICA DI GIUST GREGORIO,Y,N,Standard,ITA
F021755,ITALIAN DESIGN DI BREDA MORENO,Y,N,Standard,ITA
F021856,HOTEL ANTICHE FIGURE S.R.L.,Y,N,Standard,ITA
F021936,ELI-NET S.R.L.,Y,N,Standard,ITA
F021952,LAB.MET SRL SOCIO UNICO,Y,N,Standard,ITA
F021962,ENAIP FVG,Y,N,Standard,ITA
F021985,MARCOLIN COVERING SRL,Y,N,Standard,ITA
F021993,ZORZETTO MARIO  SRL,Y,N,Standard,ITA
F022003,METLAB SRL,Y,N,Standard,ITA
F022020,A.F.P. SRL,Y,N,Standard,ITA
F022026,OFF. BICCIATO EVELINO S.R.L.,Y,N,Standard,ITA
F022032,GOMMA INDUSTRIALE SRL,Y,N,Standard,ITA
F022065,MULTIGEO d.o.o.,Y,N,Standard,SVN
F022072,ALIOTO GROUP SRL,Y,N,Standard,ITA
F022096,DANA MOTION SYSTEMS ITALIA SRL,Y,N,Standard,ITA
F022117,ALFA VALVOLE S.R.L.,Y,N,Standard,ITA
F022119,FURLANETTO PIERO,Y,N,Standard,ITA
F022122,TA AUTOMATION DI TRONCHIN ALBERTO,Y,N,Standard,ITA
F022131,JIANGSU HENGLI HYDRAULIC  CO. LTD,Y,N,Standard,CHN
F022147,AUTOMAZIONE PER CANCELLI SRL.,Y,N,Standard,ITA
F022219,RITCHIE BROS. ITALIA SRL,Y,N,Standard,ITA
F022220,MICROSYS SRL,Y,N,Standard,ITA
F022222,ABRASERVICE ITALIA S.P.A.,Y,N,Standard,ITA
F022228,ICMS SRL,Y,N,Standard,ITA
F022234,MBM ITALIA SRL,Y,N,Standard,ITA
F022247,MOVECO S.R.L.,Y,N,Standard,ITA
F022315,SCHNEIDER ITALIA SRL,Y,N,Standard,ITA
F022320,Z & C LOGISTICA SRL,Y,N,Standard,ITA
F020123,EURO ENGINEERING SRL,Y,N,Standard,ITA
F020129,WWL ALS (ITALIA) SRL,Y,N,Standard,ITA
F020184,BASSO SANDRO IMPRESA EDILE,Y,N,Standard,ITA
F023373,BINKY SRL,Y,N,Standard,ITA
F023376,NEFTAS MAKINA SAN. TIC. A.S.,Y,N,Standard,TUR
F023377,KAWASAKI PRECISION MACHINERY (UK) LTD,Y,N,Standard,GBR
F023380,TESOLIN MICHELE,Y,N,Standard,ITA
F023383,SHENZEN WLINK TECHNOLOGY LIMITED,Y,N,Standard,CHN
F023387,VOJVODA EDOARDO,Y,N,Standard,ITA
F023388,TATTONI FRANCESCA,Y,N,Standard,ITA
F023390,GIUFFRE FRANCIS LEFEBVRE SPA,Y,N,Standard,ITA
F023393,TECMARKET SERVIZI SPA,Y,N,Standard,ITA
F023396,RICHARD SCHULZ TIEFBAU GMBH & CO. KG,Y,N,Standard,DEU
F023397,HUASING CONSTRUCTION & TRADING PTE LTD,Y,N,Standard,SGP
F023404,STUDIO LEGALE ASSOC.DE ROSA & COSTA,Y,N,Standard,ITA
F023411,KOEHLER KRAN-SERVICE GMBH,Y,N,Standard,DEU
F023416,BOR.MEC SRL,Y,N,Standard,ITA
F023418,ML ERATO S.R.L.,Y,N,Standard,ROM
F023424,T.D.M. SRL,Y,N,Standard,ITA
F023432,ORIZZONTI VERTICALI DI CHELLERIS MICHELE,Y,N,Standard,ITA
F023439,W. TRAINING SRL,Y,N,Standard,ITA
F023442,BEKRA HYDROKILTUREN GMBH,Y,N,Standard,DEU
F023454,SERVICE CENTER MILAN SRL,Y,N,Standard,ITA
F023461,DUINO NORD SAS DI SACILOTTO LAURA & C.,Y,N,Standard,ITA
F023462,REDREZZA GAS SERVICE,Y,N,Standard,ITA
F023469,JUMP SINERGY SRL,Y,N,Standard,ITA
F023474,NOVA-THERM SRL,Y,N,Standard,ITA
F023494,RUSCA SRL,Y,N,Standard,ITA
F023505,SIG S.R.L.  SOCIETÀ ITALIANA GALLERIE,Y,N,Standard,ITA
F023511,HOXTON MACS LTD,Y,N,Standard,GBR
F023512,IDEALBANDIERE SNC DI MARINO F. E COIRO F.,Y,N,Standard,ITA
F023516,ZEROGREY S.R.L. a socio unico,Y,N,Standard,ITA
F023518,VEDOVI ROBERTO,Y,N,Standard,ITA
F023519,SORBELLO TRASPORTI & SERVIZI SRL in sigla STS SRL,Y,N,Standard,ITA
F023524,LEINE & LINDE LTN SRL A SOCIO UNICO,Y,N,Standard,ITA
F023530,PUMPENFABRIK WANGEN GMBH,Y,N,Standard,DEU
F023540,BERTIN SRL,Y,N,Standard,ITA
F023547,NUOVA CEVA AUTOMATION SRL,Y,N,Standard,ITA
F023554,SEFI S.R.L.,Y,N,Standard,ITA
F023560,SHENZHENSHI FUSHENGDA DIANZISHANGWU YOUXIANGONGSI,Y,N,Standard,ITA
F023561,NH ITALIA SPA - NHOW MILANO,Y,N,Standard,ITA
F023566,ANCA SRL,Y,N,Standard,ITA
F023567,MAURO COMPONENTI SRL,Y,N,Standard,ITA
F023575,PSAILA AMBIENTE SRL,Y,N,Standard,ITA
F023580,OBR SRL,Y,N,Standard,ITA
F023585,ROMIT SRL,Y,N,Standard,ITA
F023595,CLEVERBRIDGE AG,Y,N,Standard,DEU
F023600,GOBBI GINO & C SAS,Y,N,Standard,ITA
F023605,SEBACH S.P.A. UNIPERSONALE,Y,N,Standard,ITA
F023609,DISTRIBUZIONI MS S.R.L.,Y,N,Standard,ITA
F023611,STA srl,Y,N,Standard,ITA
F023612,BARCHETTI GRAZIANO & C. SNC,Y,N,Standard,ITA
F023614,COM-FOUR Vertriebs GmbH,Y,N,Standard,DEU
F023618,CHE STANZE SRL,Y,N,Standard,ITA
F023620,PORDENONE ENERGIA S.C.P.A.,Y,N,Standard,ITA
F023629,CALVETTI SERGIO AVV.TO,Y,N,Standard,ITA
F023633,TECNOCLIMA UDINE SRL,Y,N,Standard,ITA
F023643,QKING SRL,Y,N,Standard,ITA
F023645,HTS IMPIANTI SRLS,Y,N,Standard,ITA
F023650,FERGROSS SRL,Y,N,Standard,ITA
F023656,IKADO INDUSTRY SRL,Y,N,Standard,ITA
F023657,ANDREA BRUNO,Y,N,Standard,ITA
F023659,VIPPELL S.R.L.,Y,N,Standard,ITA
F023662,"PRIVATE ENTERPRISE ""STAYER""",Y,N,Standard,UKR
F023663,FONDO PALI LLC,Y,N,Standard,UKR
F023670,TECNOCOLORI 2 SRL,Y,N,Standard,ITA
F023675,F.LLI GAIANI SRL,Y,N,Standard,ITA
F023677,HOME IDEA ITALIA SRL,Y,N,Standard,ITA
F023679,"UNITED INDIA INSURANCE CO.LTD,",Y,N,Standard,IND
F023680,RICCARDO QUARTI PHOTOGRAPHY,Y,N,Standard,ITA
F023685,MOTOR SERVICE S.R.L.,Y,N,Standard,ITA
F023690,CIEFFE SRL,Y,N,Standard,ITA
F023695,SHENSHEN SHI QUANZIN KELJ YOUXIANGONGSI,Y,N,Standard,DEU
F023697,SIMONINI MACCHINE UTENSILI SRL,Y,N,Standard,ITA
F023699,PR ECOLOGY SRL,Y,N,Standard,ITA
F023703,OFFICINE TERMOTECNICHE FRACCARO S.R.L .,Y,N,Standard,ITA
F023706,ROLLSTAR SERVICES AG,Y,N,Standard,CHE
F023708,APPLE DISTRIBUTION INTERNATIONAL LIMITED,Y,N,Standard,IRL
F023710,ELETTRICA CORDOVADESE SNC di BARBUI GIULIANO,Y,N,Standard,ITA
F023711,WEBASTO THERMO & COMFORT ITALY SRL,Y,N,Standard,ITA
F023712,KGH CUSTOM SERVICES AS,Y,N,Standard,NOR
F023717,TARUSSIO MASSIMO,Y,N,Standard,ITA
F023723,IVISION HEALTH,Y,N,Standard,ITA
F023726,KRT VILJAM S.P.,Y,N,Standard,SVN
F023728,JFS SRL,Y,N,Standard,ITA
F023753,PICOTRONIC GMBH,Y,N,Standard,DEU
F023758,MURRELEKTRONIK SRL,Y,N,Standard,ITA
F023760,MSN INTERNATIONAL,Y,N,Standard,IND
F023762,TRAT. EX  PENNELLO   DI CUOMO A.,Y,N,Standard,ITA
F023765,MEL SYSTEMS SRL,Y,N,Standard,ITA
F023773,VARTAN LTD.,Y,N,Standard,BGR
F023776,BOUHYER GROUP,Y,N,Standard,FRA
F023786,ADIMAN B.V.,Y,N,Standard,ITA
F023793,AGILIS D.O.O.,Y,N,Standard,SRB
F023798,C.M. COSTRUZIONI SRL,Y,N,Standard,ITA
F023800,AMAZON BUSINESS EU S.A.R.L.,Y,N,Standard,LUX
F023805,SHENZHEN GAN EN NETWORK TECHNOLOGY,Y,N,Standard,CHN
F023806,METALTUBI SRL,Y,N,Standard,ITA
F023811,REALMEC S.R.L.,Y,N,Standard,ITA
F023817,"SHENZHENSHI ZHIYI TECHNOLOGY CO., LTD",Y,N,Standard,CHN
F023824,NUOVA NOVI TRACK S.R.L.S.,Y,N,Standard,ITA
F023826,COSTRUZIONI EREDI DEL MARCO SRL,Y,N,Standard,ITA
F023830,POWTOON LTD,Y,N,Standard,GBR
F023835,IMCD ITALIA SPA,Y,N,Standard,ITA
F023840,DKV EURO SERVICE GMBH + CO KG,Y,N,Standard,SRB
F023845,BARRISTER NDIFOR RAYMOND,Y,N,Standard,CMR
F023854,GEOEDRA ROM SRL,Y,N,Standard,ROM
F023856,SECURE PLANET INVESTIGAZIONI SRL,Y,N,Standard,ITA
F023859,CHAINBLOCK SRL,Y,N,Standard,ITA
F023874,CROCE ROSSA ITALIANA COMITATO DI PORDENONE,Y,N,Standard,ITA
F023875,ALZETTA MICHELE,Y,N,Standard,ITA
F023876,EURO CHEM 2000 SRL,Y,N,Standard,ITA
F023880,UNIONSPED S.R.L.,Y,N,Standard,ITA
F023885,CARGOX D.O.O.,Y,N,Standard,SVN
F023886,IDEMPIERE CONSULTING S.R.L.,Y,N,Standard,ITA
F023894,ZDZISLAW KOCIOLEK  MULTIMASZ,Y,N,Standard,POL
F023895,PICCOLOTTO GIORGIO,Y,N,Standard,ITA
F023896,BOCCALETTO PIETRO,Y,N,Standard,ITA
F023901,EPLASTIC SRL,Y,N,Standard,ITA
F023906,SYA NV,Y,N,Standard,BEL
F19638,AMU SRL,Y,N,Standard,ITA
F510128,F.L.A.G.  S.R.L. - FUSIONE LAVORAZ. ACCIAI GHISA,Y,N,Standard,---
F510236,BOSCH REXROTH OIL CONTROL S.P.A.,Y,N,Standard,---
F513999,FAREM FONDERIE ACCIAIO REMANZACCO SRL,Y,N,Standard,---
F516467,AMADIO F.LLI S.P.A.,Y,N,Standard,---
F516871,SAMPIERANA  S.P.A.,Y,N,Standard,---
F516919,ALFAGOMMA HYDRAULIC SPA,Y,N,Standard,---
F517893,PROMOCENTRO DI BREDA GIAMPAOLO,Y,N,Standard,---
F519152,EMMEGI SNC,Y,N,Standard,---
F519178,T.I.V.  SRL,Y,N,Standard,---
F020107,HERTZ ITALIANA SPA,Y,N,Standard,ITA
F020153,DEANNA SRL,Y,N,Standard,ITA
F020159,BANCA ITALEASE SPA,Y,N,Standard,ITA
F020160,BRUSUTTI SRL,Y,N,Standard,ITA
F020309,ENI FUEL SPA,Y,N,Standard,ITA
F020334,TEAM SHIPPING AGENCY S.R.L.,Y,N,Standard,ITA
F020338,UVIT-IL CINGOLO SRL,Y,N,Standard,ITA
F020341,DELL AGNESE ENRICO E FIGLI SNC,Y,N,Standard,ITA
F020352,SPANSET ITALIA SRL,Y,N,Standard,ITA
F020378,GIFAS ELECTRIC SRL,Y,N,Standard,ITA
F020468,POLYKAP SRL,Y,N,Standard,SMR
F020488,OMEGA SNC DI SAORIN G. & C:,Y,N,Standard,ITA
F020195,AEI ECO COPERTURE SRL,Y,N,Standard,ITA
F020281,FISCHER & RECHSTEINER COMPANY SPA,Y,N,Standard,ITA
F020332,TELEMEDIA.NET SRL,Y,N,Standard,ITA
F020427,ENFACE SPA,Y,N,Standard,ITA
F020436,LOSTUZZO SRL,Y,N,Standard,ITA
F020478,BERTON SRL,Y,N,Standard,ITA
F020492,BERNSTEIN SRL,Y,N,Standard,ITA
F020495,MODULA SRL,Y,N,Standard,ITA
F020521,VOSS Srl,Y,N,Standard,ITA
F020522,ELESA SPA,Y,N,Standard,ITA
F020527,CIMERTEX - SOCIEDADE DE MAQUINAS E EQUIPAMENTOS S.,Y,N,Standard,PRT
F020547,LABRIC SRL,Y,N,Standard,ITA
F020575,PERIOLI DARIO SPA,Y,N,Standard,ITA
F020602,M.F. EQUIPMENT (UK) LLP,Y,N,Standard,GBR
F020626,ISET SRL,Y,N,Standard,ITA
F020634,IWIS ANTRIEBSSYSTEME GMBH,Y,N,Standard,DEU
F020643,V. ORLANDI SPA,Y,N,Standard,ITA
F020674,TRACMEC S.R.L,Y,N,Standard,ITA
F020709,S.C. CONSTRUCTII SI SERVICII SRL,Y,N,Standard,ROM
F020724,SUDIMAT,Y,N,Standard,FRA
F020739,T.D.S. SNC,Y,N,Standard,ITA
F020752,CHINA NATIONAL CONSUMER ELECTRICS & ELECTRONICS,Y,N,Standard,CHN
F020786,HANDEL SOLLEVAMENTI SRL,Y,N,Standard,ITA
F020854,DALFAP   SNC  di Villanova Flavio & C.,Y,N,Standard,ITA
F020872,AEP TRANSDUCERS,Y,N,Standard,ITA
F020895,PROPACK SPA,Y,N,Standard,ITA
F020898,PANALPINA WELTTRANSPORT GMBH,Y,N,Standard,DEU
F020907,INTELLIGENCE SOFTWARE SRL,Y,N,Standard,ITA
F020919,TECNODRILL SRL,Y,N,Standard,ITA
F020959,INVENTIVE TECHNOLOGY CONSULTING GMBH,Y,N,Standard,AUT
F021009,SCHAUB PETER - EXPORT,Y,N,Standard,CHE
F021022,ADECCO ITALIA SPA,Y,N,Standard,ITA
F021083,SOLDA  VLADIMIRO SPA,Y,N,Standard,ITA
