Value/K,Name,Description,SKU,IsActive,IsSummary,M_Product_Category_ID[Value],C_TaxCategory_ID[Name],C_UOM_ID[Name],ProductType,R_MailText_ID[Name],Weight,Volume,IsOwnBox,M_FreightCategory_ID[Value],IsDropShip,IsStocked,M_Locator_ID,IsManufactured,IsPhantom,ShelfWidth,IsKanban,IsSelfService
KITCART,KIT CAVI  MORSETTI GANCIO X CARTELLI,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LINERGY BIF,KIT BIFACCIALE PER BANDIERA SOFFITTO,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
07081.06,KIT ASTE VERTICALI ANT. PRESTIGE,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8022PH,KIT ANTI USTIONI MULTI FIRE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8021PH,KIT ANTI USTIONI MINI FIRE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4204302010,KIT ANT. TWIST TW A PER ANTA SECONDARIA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2401046001,INSERTO METALLICO CON RULLO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP.W,IMPIANTO WATER MIST,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP006T,IMPIANTO SPRINKLER TRIMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP006,IMPIANTO SPRINKLER SEMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP004,IMPIANTO SPEGNIMENTO CO2,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP003T,IMPIANTO SPEGNIMENTO AUT.SCHIUMA TRIM.,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP003,IMPIANTO SPEGNIMENTO AUT.SCHIUMA,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP008,IMPIANTO SPEGNIMENTO,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP002,IMPIANTO RIVELAZIONE GAS,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP001T,IMPIANTO RIVELAZIONE FUMI TRIMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP009T,IMPIANTO RIVELAZIONE FUMI TRIMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP001,IMPIANTO RIVELAZIONE FUMI,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP011,IMPIANTO RIVELAZIONE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP012,IMPIANTO RILEVAZIONE SCINTILLA,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP015,IMPIANTO RILEVAZIONE CO2,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP025,IMPIANTO MONITORAGGIO SPRINKLER,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
LAM01,IMPIANTO LAMA D`ACQUA,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP005,IMPIANTO EVACUAZIONE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP017,IMPIANTO ESTRATTORI VENTILAZIONE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP010,IMPIANTO DIFFUSIONE SONORA,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP007,IMPIANTO DI SPEGNIMENTO AD AEROSOL,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP013,IMPIANTO ASPIRAZIONE FUMI,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DILUV,IMPIANTO A DILUVIO TRIMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DILUVS,IMPIANTO A DILUVIO SEMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI19,IMBRAGO CON CINTURONE E COSCIALI EN813,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMBR1,IMBRAGO COMPL.CINT. EN358,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI07,IMBRAGO COMPL. CINT. EN358,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6254EM,IMBRACO 2 P.STERN/DORS+CINT EN361,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6253,IMBRACO 1 P. CON CINTURA,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI08,IMBRACATURA SEMPLICE EN 361,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMBR,IMBRACATURA SEMPLICE EN 361,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
RESCUE TRIANGLE,IMBRACATURA RESCUE TRIANGLE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
WORK TEC 140,IMBRACATURA ERGONOMICA CON DUE PUNTI,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR005,IDR.UNI 70 COLONNA+CORREDO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR070,IDR.UNI 70 A MURO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR0046,IDR.UNI 70 A COLONNA,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR0048,IDR.UNI 70  SOTTOS.,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR0051,IDR.UNI 45/70 A COLONNA,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR0050,IDR.UNI 45/100 A COLONNA,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR004T,IDR.UNI 45 COLONNA TRIMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR001T,IDR.UNI 45 COL.+CORR. TRIMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR004,IDR.UNI 45 A COLONNA+CORREDO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR0012T,IDR.UNI 45  A MURO TRIMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR0012,IDR.UNI 45  A MURO,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR0102,IDR. UNI 45 A COLONNA,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1715.066BOC,IDR. SOPRAS.DN100/DN70 TIPO C BOCCIOLONE,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IDR0105,IDR.  UNI 45 -SOTTOS.,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
170000131,"GUPPO ATTACCO PER AUTOPOMPA 2""1/2 1X70",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4418007002,GUIDA A PAVIMENTO PER PORTONE A 2 ANTE,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4418007001,GUIDA A PAVIMENTO PER PORTONE A 1 ANTA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000074,"GUARNIZIONE X BOCCHETTONE S/AMIANTO 4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000078,"GUARNIZIONE X BOCCHETTONE S/AMIANTO 3/8""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000077,"GUARNIZIONE X BOCCHETTONE S/AMIANTO 3/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000073,"GUARNIZIONE X BOCCHETTONE S/AMIANTO 3""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000072,"GUARNIZIONE X BOCCHETTONE S/AMIANTO 2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000076,"GUARNIZIONE X BOCCHETTONE S/AMIANTO 1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000075,"GUARNIZIONE X BOCCHETTONE S/AMIANTO 1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000071,"GUARNIZIONE X BOCCHETTONE S/AMIANTO 1""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000081,"GUARNIZIONE X BOCCHETTONE S/AMIANT2""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000079,"GUARNIZIONE X BOCCHETTONE S/AMIANT1""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000404,"GUARNIZIONE X BOCCHETTONE S/AMIANT 1""1/4",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4212049001,"GUARNIZIONE TERMOESPANDENTE FC 50X1,5",,,Y,N,PORT,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
4212048001,"GUARNIZIONE TERMOESPANDENTE FC 45X1,5",,,Y,N,PORT,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
4417001008,GUARNIZIONE TERMOESPANDENTE FC 40MM,,,Y,N,PORT,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
4212047001,"GUARNIZIONE TERMOESPANDENTE FC 34X1,8",,,Y,N,PORT,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
4417001002,GUARNIZIONE TERMOESPANDENTE FC 30MM,,,Y,N,PORT,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
4212046001,"GUARNIZIONE TERMOESPANDENTE FC 24X1,5",,,Y,N,PORT,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
4417001001,GUARNIZIONE TERMOESPANDENTE FC 19MM,,,Y,N,PORT,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
4212045001,"GUARNIZIONE TERMOESPANDENTE FC 17X1,5",,,Y,N,PORT,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
4212044001,"GUARNIZIONE TERMOESPANDENTE FC 14X2,0",,,Y,N,PORT,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
4212043001,"GUARNIZIONE TERMOESPANDENTE FC 10X1,5",,,Y,N,PORT,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
0209EM,GUARNIZIONE TERMOESP 48MM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0532EM,GUARNIZIONE TERMOESP 40MM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8258MB,GUARNIZIONE TERMOESP 30 MM,,,Y,N,PORT,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
0208EM,GUARNIZIONE TERMOESP 24MM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0207EM,GUARNIZIONE TERMOESP 20MM,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000117,GUARNIZIONE SESALIT ECO SP.2MM,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
340000014,GUARNIZIONE GOMMA SBR SPESSORE 3MM PN16,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
GUAR A0665UZG,GUARNIZIONE COLLO CIGNO UNI70 FILETT U,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
GUAR A0665BZG,GUARNIZIONE COLLO CIGNO UNI70  BAIONET B,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
GUAR A0669UZG,GUARNIZIONE COLLO CIGNO UNI45 FILETT U,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
GUAR A0669BZG,GUARNIZIONE COLLO CIGNO UNI45 BAIONETT B,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6343EM,GUANTO ELECTROSOFT 1000,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
6166EN,GUANTO ARAMIDICO TG10,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
200,GRUPPO SPINTA ANTINCENDIO TRIMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
400,GRUPPO SPINTA ANTINCENDIO TRIM+TAGLIANDO,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
201,GRUPPO SPINTA ANTINCENDIO SEMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
202,GRUPPO SPINTA ANTINCENDIO MENSILE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
10155SA,GRUPPO MOBILE A SCHIUMA UNI45 KG.200,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST402,GRUPPO MOBILE A SCHIUMA LT.50,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST405,GRUPPO MOBILE A SCHIUMA LT.200,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST400,GRUPPO MOBILE A SCHIUMA LT.100,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
NF9521/GR,GRUPPO MANIGLIA/CIL.SAG.GRIGIO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
300,GRUPPO ELETTROGENO,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
170000138,GRUPPO ATTACCO PER AUTOPOMPA DN80 1X70,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
170000134,"GRUPPO ATTACCO PER AUTOPOMPA 4"" 1X70",,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
170000139,GRUPPO ATTACCO AUTOPOMPA FLANG.DN80 2X70,,,Y,N,IDR,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7280000867,GRUP. DI ALLARME AD UMIDO COMPLETO,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FFC10,GRILLO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000093,"GOMITO 92 ATT.FIL.GAS MF4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000098,"GOMITO 92 ATT.FIL.GAS MF3/8""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000097,"GOMITO 92 ATT.FIL.GAS MF3/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000092,"GOMITO 92 ATT.FIL.GAS MF3""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000101,"GOMITO 92 ATT.FIL.GAS MF2""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000091,"GOMITO 92 ATT.FIL.GAS MF2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000095,"GOMITO 92 ATT.FIL.GAS MF1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000094,"GOMITO 92 ATT.FIL.GAS MF1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000100,"GOMITO 92 ATT.FIL.GAS MF1""1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000099,"GOMITO 92 ATT.FIL.GAS MF1""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000090,"GOMITO 92 ATT.FIL.GAS MF1""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000064,"GOMITO 90 ATT.FIL.GAS FF4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000069,"GOMITO 90 ATT.FIL.GAS FF3/8""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000068,"GOMITO 90 ATT.FIL.GAS FF3/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000063,"GOMITO 90 ATT.FIL.GAS FF3""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000072,"GOMITO 90 ATT.FIL.GAS FF2""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000062,"GOMITO 90 ATT.FIL.GAS FF2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000066,"GOMITO 90 ATT.FIL.GAS FF1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000065,"GOMITO 90 ATT.FIL.GAS FF1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000071,"GOMITO 90 ATT.FIL.GAS FF1""1/4""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000070,"GOMITO 90 ATT.FIL.GAS FF1""1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7770000061,"GOMITO 90 ATT.FIL.GAS FF1""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FFC09,GOLFARE MASCHIO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FFC08,GOLFARE FEMMINA,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FFC07,GOLFARE ELITTICO SNODABILE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
AS030013,GIRANTE 40JMeterS/16/D24/5 D90,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
9302,GIACCA TRIS 1 IN ARAMIDE L/XL,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FPA2000ET72°C,GENERATORE AEROSOL 2000 GR,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
238649 008006,"GALLEGGIANTE RUBIN 1/2"" OTT+SFERA 150",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
32828,GALLEGGIANTE A SFERA IN PLASTICA 220,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
217933,GALLEGGIANTE A SFERA IN PLASTICA 180,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
GALL120,GALLEGGIANTE A SFERA IN PLASTICA 120,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
0579EM,FUSIBILE 70° PER PORTONE,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FFC04,FUNE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FNZ10007G,FROR16 CCA 7G1 450/750V BOBINA,,,Y,N,IMP,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
FNZ10010G,FROR16 CCA 10G1 450/750V BOBINA,,,Y,N,IMP,Cat. IVA 22% ,meter,I,,0,0,N,,N,Y,,N,N,0,N,N
TDMOA,FRONTALE ELETTRO PER PULS. ALLARME,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2144-1EM,FLACONE RICARICA SCHIUMOGENO CONCENTR.3L,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
1624EM,FLACONE RICARICA SCHIUMOGENO 25LT EW-30,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
PORT0062,FINESTRA - 1 ANTA,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
7L92802HK,FINCH+STEEL CONNETTORE CON CORDINO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IN30755P,FILTRO PER MICRA 25 E MICRA 100,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8006295,FILTRO BLS 030 NV FFP3 NRD,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8011012BLS,FILTRO ABEK2P3 R,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
8011014BLS,FILTRO ABEK2HGP3 R,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
G8VERDE,FIALETTA TERMOS. 8MM VERDE 93° BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
G8ROSSA,FIALETTA TERMOS. 8MM ROSSA 68° BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
G5VERDE,FIALETTA TERMOS. 5MM VERDE 93° BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
G5ROSSA,FIALETTA TERMOS. 5MM ROSSA 68° BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
G12VERDE,FIALETTA TERMOS. 12MM VERDE 93° BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
G12ROSSA,FIALETTA TERMOS. 12MM ROSSA 68° BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
G12BLU,FIALETTA TERMOS. 12MM BLU 141° BASSO,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
5962EM,"FETTUCCIA ANCORAGGIO Meter1,2  EN795",,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
71924,FERMO PER BRACCIO A SLITTA TS2/3/4/5000,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FFC05,FASCIA CON ASOLE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FASCM,"FASCETTA 200X4,5 NERA",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FFC01,FASCE FUNI & CATENE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FFC02,FASCE,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EV01,EVACUATORE FUMO E CALORE MOD.EXS 80X80 M,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ESTRAT.,ESTRATTORI,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
IMP019,ESTRATTORE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST404,EST.9 LT.IDRICO-55A 233B PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0729,EST.9 LT.IDRICO-55A 233B INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
